member,epoch,lr,lambda_phys,train_loss_total,train_loss_data,train_loss_swing,train_loss_smooth,val_loss_total,val_loss_data,val_loss_swing,val_loss_smooth
0,1,0.0003,0.1,0.1539332349643563,0.14485836706378244,0.0003974167721209615,0.9074868257298614,0.007752492546569556,0.007612760248593986,0.0003538339660735801,0.013973229145631195
0,2,0.0003,0.2,0.02406256878278171,0.023051877308524017,7.402262772210625e-05,0.10032890831129719,0.004468935559270903,0.004352026589913294,7.334086353694147e-06,0.01161756004439667
0,3,0.0003,0.3,0.01184598830613223,0.011355827656583955,1.3957549260404181e-05,0.04873691333664788,0.002995258889859542,0.0028851128910901023,2.4939253364664182e-06,0.010964723583310843
0,4,0.0003,0.4,0.008209473420536578,0.007852715336614184,1.0253279892500781e-05,0.035368213881597374,0.002480725006898865,0.0023720594588667156,1.1527784806730779e-06,0.010831970965955406
0,5,0.0003,0.5,0.0064252494937843746,0.006131583824753761,7.348105922610924e-06,0.029072644809881847,0.002521877730032429,0.0024187181843444705,5.967963815578514e-07,0.010292086144909262
0,6,0.0003,0.6,0.005344193311163572,0.00508986958161448,4.680534218987121e-06,0.025198349747994935,0.00240641177224461,0.002304711437318474,4.1110729540605464e-07,0.01014947979710996
0,7,0.0003,0.7,0.004574031740746865,0.004346356409686533,2.651791504317174e-06,0.02260842727440776,0.0028398784925229847,0.002735322224907577,3.4177642618260504e-07,0.010435121785849332
0,8,0.0003,0.8,0.004002452040128786,0.0037937141799678407,1.5006044961152995e-06,0.02076874216171828,0.0038836641237139703,0.0037778286670800297,2.4274797034706807e-07,0.010566555673722177
0,9,0.0003,0.9,0.0035710690750016105,0.0033781603566662532,9.42321885258475e-07,0.01921548696253637,0.004244236147496849,0.004135558888083324,1.8284397036438803e-07,0.010853100579697638
0,10,0.0003,1.0,0.0032098724746681523,0.00302875698826304,7.054959094676459e-07,0.018048055874503623,0.004821695981081575,0.004715113539714366,1.668986257641336e-07,0.010643216932658106
0,11,0.0003,1.0,0.0029283451560809456,0.002757506539123227,5.684511181859095e-07,0.017027017905028783,0.00520367183489725,0.005096430901903659,1.449864759806019e-07,0.010709592851344495
0,12,0.0003,1.0,0.002679720763211148,0.0025173222241603363,4.78046189013497e-07,0.016192049860502735,0.005516498198267073,0.005408074147999287,1.1995194579839107e-07,0.010830408101901412
0,13,0.0003,1.0,0.0024638782899751507,0.0023098189625983135,4.0295301253288263e-07,0.015365637029812794,0.004815128864720464,0.004709198768250644,9.763118367089873e-08,0.010583238361869007
0,14,0.0003,1.0,0.0022951131098612088,0.0021452764272595747,3.5091031466004326e-07,0.014948575842109594,0.005811156425625086,0.005704788921866566,8.724158178097241e-08,0.010628024232573807
0,15,0.00015,1.0,0.0021493327886223644,0.002004467449480235,3.011302771134216e-07,0.014456420798193325,0.007051737292204052,0.006943301809951663,7.502232364231532e-08,0.010836046549957245
0,16,0.00015,1.0,0.0020299029696469353,0.0018897614385368247,2.7070527713049436e-07,0.01398708377823685,0.006479709723498673,0.006370820885058493,7.31516058394277e-08,0.01088157284539193
0,17,0.00015,1.0,0.001977203593758697,0.0018380799500102346,2.541121590859279e-07,0.013886953459469357,0.006708908011205494,0.006600384670309723,6.827766734218698e-08,0.010845500812865793
0,18,0.00015,1.0,0.0019139057716749835,0.0017771695980407071,2.413649691515725e-07,0.013649481602690437,0.006891201029065997,0.006783815764356405,6.31354180491428e-08,0.010732220078352839
0,19,0.00015,1.0,0.0018594994367279038,0.001724860978999523,2.2121476995885638e-07,0.01344172494730564,0.007084748870693147,0.006976282631512731,5.846116781782484e-08,0.010840769240166992
0,20,0.00015,1.0,0.0017966563023175254,0.0016651798234876207,2.0818509392713646e-07,0.01312683012825672,0.006604055222123861,0.006496847746893764,5.5779792340615586e-08,0.01071516185766086
0,21,0.00015,1.0,0.0017371947707777674,0.0016095931359538527,1.957197376827246e-07,0.012740591747893227,0.006418660783674568,0.006312730815261602,5.2411434836585614e-08,0.010587748733814805
1,1,0.0003,0.1,0.16242756002178096,0.15341392136884457,0.00012760180533120428,0.9013638461780067,0.007070840138476342,0.006944968551397324,8.564395820940263e-05,0.012587161082774401
1,2,0.0003,0.2,0.020569092170758682,0.019794965906049868,3.047823194187132e-05,0.07710785366067982,0.003946950833778828,0.003835992590757087,3.3887394408793627e-06,0.01106193520827219
1,3,0.0003,0.3,0.010892395936705247,0.01046080408486152,1.032556878216741e-05,0.04295267367904836,0.003232783346902579,0.0031298699555918573,7.389823011294538e-07,0.010276560951024295
1,4,0.0003,0.4,0.0076653502147757645,0.0073382457849955314,6.8762739939495186e-06,0.032504154933672966,0.0030818571016425268,0.0029772155219689013,2.8457511476176477e-07,0.010455615853425115
1,5,0.0003,0.5,0.005937407611671722,0.005665083067736241,4.326967965343184e-06,0.02705937625859121,0.0030005892855115234,0.0028956797847058623,1.7246336625476033e-07,0.010484052426181733
1,6,0.0003,0.6,0.004924653177949215,0.004686581314249773,2.326876183773989e-06,0.023690846400580022,0.003720173469628207,0.003614448654116131,1.3223654704574983e-07,0.01056586077902466
1,7,0.0003,0.7,0.004221471685050714,0.004006475323077404,1.1324302779094711e-06,0.021431688953078155,0.0035952629114035517,0.0034922350518172608,9.870091606245524e-08,0.010296863957773895
1,8,0.0003,0.8,0.0037043881296848105,0.0035076470848060017,5.754837753451137e-07,0.019633821145904184,0.00452314690919593,0.004416966997087002,9.365954358742102e-08,0.010611440800130368
1,9,0.0003,0.9,0.0032979553668863243,0.003114052309720504,3.4673504152271214e-07,0.01836256788234518,0.005443264206405729,0.0053345542750321325,6.637932727926455e-08,0.010865682503208518
1,10,0.0003,1.0,0.0029565246700487954,0.002787793135138774,2.316264456824527e-07,0.01685230919357502,0.005321704415837303,0.005214411322958768,6.2401316469618e-08,0.010723686323035508
1,11,0.0003,1.0,0.0027025711670931843,0.0025403021830087058,1.6847079238728344e-07,0.016210052391721144,0.0062595749972388145,0.0061517876922152935,4.399722381975835e-08,0.010774325113743544
1,12,0.0003,1.0,0.002478367117506386,0.002324190338828949,1.290446990387496e-07,0.015404774280584822,0.006717315560672432,0.006607729289680719,3.4984179730912504e-08,0.01095514982007444
1,13,0.0003,1.0,0.0022709169930712593,0.002124175555166798,1.0520957835126984e-07,0.014663623975157136,0.007163883768953383,0.007054055971093476,3.9026117981677545e-08,0.010978893365245313
1,14,0.00015,1.0,0.0021121897334891435,0.0019727432912196776,8.682759454187004e-08,0.013935962701310414,0.006802772090304643,0.0066930321685504165,2.6703458022581116e-08,0.010971331887412816
1,15,0.00015,1.0,0.002001214049276755,0.0018639677072489502,7.723878651817855e-08,0.013716910824631199,0.007177775446325541,0.007067709125112742,2.653398301077914e-08,0.011003966827411204
1,16,0.00015,1.0,0.0019273169884326481,0.0017908474152926544,7.156961622671809e-08,0.01363979945090985,0.008145084709394724,0.008034428232349455,2.6170826750160357e-08,0.011063035484403372
1,17,0.00015,1.0,0.0018674532654742249,0.0017353271256492595,6.686835780039307e-08,0.013205928398728972,0.0075133671634830534,0.007403280935250223,2.5031896910832073e-08,0.011006127274595202
1,18,0.00015,1.0,0.0017975342831564973,0.0016667702461056638,6.175636677237825e-08,0.013070228330866254,0.007515814446378499,0.007405591849237681,2.2326476223355485e-08,0.011020030686631798
1,19,0.00015,1.0,0.0017428626870792923,0.0016138268390087165,5.742689803823988e-08,0.01289784171703187,0.00766565150115639,0.007555869070347399,2.1937695926510515e-08,0.010976054600905626
1,20,0.00015,1.0,0.0016929539992953792,0.0015658438240996365,5.4046355933855416e-08,0.012705613247523404,0.008216495544183999,0.008105474337935448,2.113081647436843e-08,0.01110000885091722
2,1,0.0003,0.1,0.14186900549314238,0.1338274601583529,0.00017078735173628148,0.8041545726133116,0.006290524604264647,0.006176879326812923,0.0002471598014381016,0.011364532343577594
2,2,0.0003,0.2,0.0196391162603642,0.018866843741500015,6.418674965603676e-05,0.07658538715255381,0.0033312342246063055,0.003227177480584942,6.437331296638149e-06,0.010341299837455154
2,3,0.0003,0.3,0.009896053245874366,0.00948462448543822,1.676749835873253e-05,0.04080752979474838,0.0026160724373767152,0.002517330105183646,1.8991756746800093e-06,0.009836253139656036
2,4,0.0003,0.4,0.006883463521271643,0.006578194203250336,1.0877556302478876e-05,0.030200608262811044,0.0032579139806330204,0.0031575350207276643,6.994730938458816e-07,0.010016907413955778
2,5,0.0003,0.5,0.005338391994662357,0.005085831305783505,6.842140510802938e-06,0.024982379824675695,0.003034020133782178,0.0029320590052520855,3.693564480045097e-07,0.010181339061819016
2,6,0.0003,0.6,0.0043867981282410895,0.004167474265389069,3.93058499784357e-06,0.021735857306706786,0.004496113472850993,0.004390875704120845,2.79658613067113e-07,0.010509790724609048
2,7,0.0003,0.7,0.0037443599865931753,0.003548053791746497,2.185596219597489e-06,0.019499483697041117,0.004682761849835515,0.004575334046967328,2.1951775401873875e-07,0.010729611176066101
2,8,0.0003,0.8,0.0032580607015677172,0.0030779660058518252,1.2753371524096027e-06,0.017920196366806824,0.004048527282429859,0.003940112300915644,1.8832914108202204e-07,0.010828314709942787
2,9,0.0003,0.9,0.0029123376165940003,0.0027443689171864527,8.442946078833881e-07,0.016729328038189748,0.005349175143055618,0.005239547329256311,1.5393212642322852e-07,0.010950472834520043
2,10,0.0003,1.0,0.0026172551613376296,0.0024599419586887263,6.106214678224242e-07,0.015676364293227895,0.006400847306940705,0.006290069769602269,1.3050494942490332e-07,0.01106599863851443
2,11,0.0003,1.0,0.0023891937124044305,0.0022385089677015337,4.6450623449115917e-07,0.01502202499206319,0.005817957397084683,0.0057095779629889876,1.1184635546612754e-07,0.010826749564148485
2,12,0.00015,1.0,0.002199711180480216,0.0020563774130711652,3.6968425903445804e-07,0.014296408930812219,0.006774049822706729,0.006663475267123431,1.0229442306552983e-07,0.01104722978780046
2,13,0.00015,1.0,0.002063297583119511,0.0019243820382263323,3.1258065980706085e-07,0.013860296740224867,0.006384732568403706,0.0062743727292399855,8.535720112945455e-08,0.011027445981744677
2,14,0.00015,1.0,0.0019854007658050067,0.0018487570694450176,2.8228793804842234e-07,0.013636140491474758,0.0071117552346549925,0.006999754463322461,8.941832554398844e-08,0.011191137123387308
2,15,0.00015,1.0,0.0019286410210447179,0.0017935434365739123,2.564764560192447e-07,0.01348411152609671,0.0063428444904275235,0.006232062814524398,7.70127414284616e-08,0.01107047483092174
2,16,0.00015,1.0,0.001850268724750765,0.0017183774157963467,2.3045353943894272e-07,0.013166085431220555,0.006943105696700513,0.00683262076927349,7.568672231172968e-08,0.011040921520907432
2,17,0.00015,1.0,0.0017825655705022692,0.0016521420318050064,2.0835363179317901e-07,0.013021519191262095,0.0075365093536674975,0.007424098183400929,7.36974481441166e-08,0.011233755259308965
2,18,0.00015,1.0,0.0017249451978414347,0.0015958826906621606,1.9119139169721865e-07,0.012887131836679246,0.006732315174303949,0.0066230172291398045,6.697593821769487e-08,0.010923097748309374
3,1,0.0003,0.1,0.13546311622015153,0.12767159116614346,0.0001593505519188263,0.7791524866614679,0.007721922418568283,0.00760005546035245,5.224795932008419e-05,0.01218669570516795
3,2,0.0003,0.2,0.018485276564729935,0.0177248969881071,3.150659402749487e-05,0.07572290451839717,0.005215470388066024,0.005107679218053818,1.6022342265387125e-06,0.010763098183088005
3,3,0.0003,0.3,0.009176851904038528,0.00876756880263036,1.2414309344192111e-05,0.04068003177191272,0.004372705507557839,0.004265749518526718,5.669395676477506e-07,0.010684261983260512
3,4,0.0003,0.4,0.006343574004454745,0.0060417396674929845,5.377920654545317e-06,0.030022094590645847,0.005382652307162061,0.005275137111311778,2.2068874585556842e-07,0.01074489081511274
3,5,0.0003,0.5,0.004973682490262118,0.004725561413744634,2.0188578760971356e-06,0.024731353263963352,0.005109339440241456,0.005003726086579263,1.1735867424533808e-07,0.010556647868361324
3,6,0.0003,0.6,0.004103557126728272,0.003890164005993442,7.603511588430675e-07,0.021301295890501053,0.006978210783563555,0.006871522404253483,8.13297786450562e-08,0.010664783965330571
3,7,0.0003,0.7,0.0035239299194830837,0.0033326347904148127,3.4853129585541746e-07,0.019108602137427138,0.007289903308264911,0.007181388325989246,5.920412000648412e-08,0.010847936617210507
3,8,0.0003,0.8,0.0030940424890793634,0.0029173735341038367,2.0999455344538391e-07,0.017652195360925462,0.007036834012251347,0.006924854533281177,5.4375637237313866e-08,0.011194132943637669
3,9,0.0003,0.9,0.0027607633200746897,0.002597216126330272,1.5233466557320855e-07,0.016342530215177873,0.00754541524220258,0.007435752428136766,3.961419374753916e-08,0.01096312190638855
3,10,0.0003,1.0,0.0024863082675658393,0.002332066323354163,1.1704402109242235e-07,0.015413661477993232,0.008347290568053722,0.008236608025617898,3.1987542303824056e-08,0.011065371101722121
3,11,0.0003,1.0,0.0022977564432140854,0.0021501884106640713,9.169457665437203e-08,0.014747634078517105,0.007791513099800795,0.007679822074715048,2.5908667788954175e-08,0.011166513420175762
3,12,0.00015,1.0,0.002122040615755726,0.0019790385614591416,7.408316122624143e-08,0.014292798861108645,0.008498654642608017,0.008387021964881568,2.1913798686767903e-08,0.01116107979323715
3,13,0.00015,1.0,0.0019865846132031744,0.001848701191266453,6.364099119747207e-08,0.013781979266140196,0.008853841666132211,0.008742070675361901,1.9938755935200447e-08,0.011175095697399228
3,14,0.00015,1.0,0.001909871646814575,0.0017749255386679762,5.787534685840579e-08,0.01348882337862795,0.008966483699623495,0.008854101167526097,1.807629645966813e-08,0.011236447328701615
3,15,0.00015,1.0,0.0018434012179366415,0.0017111771775296693,5.280206566034523e-08,0.01321712454235313,0.008565766026731581,0.008454808604437859,1.6629749888252833e-08,0.01109406176256016
3,16,0.00015,1.0,0.0017797628951475325,0.001649229425109095,4.859893203468695e-08,0.013048486972246507,0.008310031786095351,0.008198358863592149,1.648738110482384e-08,0.0111656452761963
3,17,0.00015,1.0,0.0017172841818514045,0.001589547314756371,4.4660844127285985e-08,0.012769221836193041,0.009317937714513391,0.009205817896872758,1.4113335389254189e-08,0.011210568284150213
3,18,0.00015,1.0,0.0016580703938756177,0.0015334910313326,4.1044196530841725e-08,0.012453831807531492,0.009672736190259457,0.009560657280962915,1.3135120680018986e-08,0.01120658345753327
4,1,0.0003,0.1,0.17159423585792985,0.16151163162607135,0.00043597129394648353,1.0082604880585815,0.006592478428501636,0.00637679056962952,0.0003070728627790231,0.021568785794079302
4,2,0.0003,0.2,0.02274097582193637,0.021614508167134994,8.029186543041365e-05,0.11184385321056,0.004505921399686486,0.004400044598150998,1.0310840616511996e-05,0.010484568926040083
4,3,0.0003,0.3,0.011078843216628137,0.010622863018076228,1.239455248265365e-05,0.04535013234073466,0.00366398865589872,0.0035588218830525874,1.3223086909874837e-06,0.010490231891162693
4,4,0.0003,0.4,0.007658255822730787,0.007332817961772283,5.361973250609196e-06,0.032382929076751076,0.005105964984977618,0.004998257471015677,4.451920716519453e-07,0.010757391748484224
4,5,0.0003,0.5,0.005916687683437509,0.005650369619781321,2.707845160238312e-06,0.026523493945297568,0.004640972800552845,0.004532960441429168,3.1017334976013446e-07,0.010788831417448819
4,6,0.0003,0.6,0.004816398412610094,0.004586615432712315,1.5591624296208428e-06,0.022900342602621426,0.005572315561585129,0.005464750155806541,2.5308440001481356e-07,0.010743879689835012
4,7,0.0003,0.7,0.004101483410017358,0.003895243735645305,1.0304208009497094e-06,0.020562141211797492,0.006240994983818382,0.006131365883629769,2.1387183934962195e-07,0.010950069839600474
4,8,0.0003,0.8,0.003530993474402813,0.0033441526918775505,7.485844077858231e-07,0.018631676174323968,0.007201340817846358,0.007088637165725231,1.7866169201852245e-07,0.011257856362499296
4,9,0.0003,0.9,0.0031337530418026325,0.002959603678924267,5.822670391812654e-07,0.017368354985132964,0.006920113787055015,0.006808769982308149,1.5532202226609116e-07,0.011121958761941641
4,10,0.0003,1.0,0.0028364567575280115,0.002674296905164315,4.592066803488338e-07,0.01617465800408161,0.006789745547575876,0.0066783055488485845,1.2835926384013873e-07,0.011132437887135893
4,11,0.0003,1.0,0.002586710751244817,0.0024320660300101295,3.660847178620352e-07,0.015427864457696977,0.008535218995530159,0.008423066092655062,1.1090996387963514e-07,0.011204205709509552
4,12,0.00015,1.0,0.0023683651439807933,0.002219666276512799,2.9202236089646487e-07,0.014840685310914661,0.008475275861565023,0.008362928335554898,9.048685178925098e-08,0.011225717829074711
4,13,0.00015,1.0,0.0022238475997283153,0.002078770927971963,2.493632616400499e-07,0.014482731291215228,0.00816349993692711,0.008050964889116585,8.482130784415176e-08,0.011245025973767041
4,14,0.00015,1.0,0.0021408705071386215,0.002000181905153875,2.2593937114949096e-07,0.014046267719205582,0.007689903455320746,0.007578084466513246,8.015151955476086e-08,0.011173879087436944
4,15,0.00015,1.0,0.0020585043257045927,0.0019191562332156482,2.0418755279176062e-07,0.013914389554599319,0.00814128431957215,0.008028950239531697,7.370202030898554e-08,0.011226046667434274
4,16,0.00015,1.0,0.0019878557744445373,0.0018526900740754274,1.854926381383848e-07,0.013498021270891633,0.007929043250624091,0.00781812685308978,6.626863680025963e-08,0.011085017048753799
4,17,0.00015,1.0,0.0019140869538967658,0.0017796733588300118,1.6839070460351614e-07,0.013424521001676718,0.008797832485288381,0.00868564530974254,6.23282456757579e-08,0.011212479835376144
4,18,0.00015,1.0,0.001853812541201184,0.0017223771487484979,1.5350796555787494e-07,0.0131281888244128,0.008936097472906112,0.008825068268924952,5.755629643999782e-08,0.011097166209947319
